date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:37	3354526/3354526	---M-Z	200	added ('OK')	text/javascript	etag:%22d554a522c841eeac68c5efb8ede95b5c%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-65bd82aaa519ca823c8ef-min.en-US.js	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-65bd82aaa519ca823c8ef-min.en-US.js	(from https://www.chanellemoreau.com/cart)
22:55:43	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=wa1nb512c1pb7wucya9da6gor7uj53	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii1d8c.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:43	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=r6cyrcudvyzdct94hyc2zxkwaszuup	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iif736.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:44	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=s5ckc1sju3x7ruzwaxh7xg7k92ud09	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii6af0.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:45	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=rj0zxlukuwx68quavcdf9hi07d4dv4	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii829f.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:46	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=gi1gai2b218qjo5pwiac8s5nbyay0t	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iifa11.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:47	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=ucydfipldamcddb8r7qgq09350fqfh	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii774d.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:48	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=ws23v8dzgfa50me4p4vv5gsf4arb6v	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii41c3.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:49	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=zkpkm8gmwpufft9sp7u3nupz8ty28p	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iid7a3.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:50	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=d6acnop3fufghaopbyzlmjol69xilz	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii1657.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:54	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=q2bzccw0vhmmvw96x3dt13i6c3qjx5	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii63b4.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:55	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=yast3ypoiitrxkvxrsuhmi1rtgfue4	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii9e65.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:55	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=jdkqzkwyb2hyfuj4i0lulkw8mxqjyh	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iib04d.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:56	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=zz4xfo5obyaj4z880vmfoq27ej3xq4	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii6968.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:57	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=5g2y36dkntkvqbsq9mpo10ne191ycr	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i3630.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:06	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=7p74f27uekpv0uh88p3sbihfz7ufbe	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-if903.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:07	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=x6we1v8zpi1e81udnxcz1yzbotuna2	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ib05d.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:07	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=qrwtcwyynfn8ai3scq43hk162ufxcb	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i3a77.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:08	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=3qoflj6eh5phhy4f2jl7ptgfz7pual	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i379e.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:09	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=qsxzer53nzodr1ad1g6h26bfpvz6ui	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i9811.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:22	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=c70p1fu0scnwjcv98z9890vnpuiz2u	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-if645.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:22	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=e0k4xp056bdydwyuprbl27bexqg4ls	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i60c2.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:23	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=a1l0xtl8kobtjdcc9t2jpgbdi1llwx	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i35f5.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:23	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=avjsebg7giqipcntdp60ofypg8i4o7	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-icbd7.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:35	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=fail3jg7vijvym3ovzz4rq7qay9sbs	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i0856.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:36	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=n74u2gbgl4t4zhj10cwqg1ydnjiaxu	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i64a4.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:38	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=f5g85ufru4oj5c7ddcaw5ct2pxrlew	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i78e4.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:39	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=qrh4er49de6av7ie8h6ffcsba0xx87	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i6153.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:44	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=7ogzetea638llpiptk2ofyw9ap19rg	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ie570.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:45	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=fu37fnlxh11nueritz5lvpkwos6iuu	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i5a11.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:45	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=bogwrnrbdjz67aj4i49dq0qqfa6fd0	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ib078.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:45	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=mel9r3f5t779gtxptffqmbna225k10	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iac99.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:52	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=65191olo4b3gmjljgqdu9ga8mbqpfk	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ic342.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:53	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=9nnmp1hrbhw1v1vzbhk2ofxrhpw7il	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ieff8.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:53	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=x3ofqbs78uh6c03joajlvhpkns07qf	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i0080.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:56:55	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=7uf4wma9hxyf83q3w2cdk8375x002e	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i8b60.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:01	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=faq4lf6nafx5hsd0e608c1uv5ju6fl	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i55c7.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:02	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=26gcowb3scp31hdzafmrcon8snm0ci	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i159a.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:03	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=w5jrjxxaxtlfbsrsd0lc37gqwakkq4	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i97ab.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:04	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=hkqcuedaoq7mw417cxn3iqwoyxk4s5	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i64cb.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:05	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=wtdag5vtf15ibcrxj1j2fkk9xfykyn	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i1c60.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:05	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=wb018o8nr54fk74sc7brtyjdlbj7h6	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i23dc.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:06	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=gxve1t6zckitxeethqm6ylt9e5tyex	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i0363.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:07	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=57lf1hr5kwxtj0muvj60enmg14aq85	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i2bcb.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:07	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=o1m70bbblpivm2hbvqmc6mj68s9k4j	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ie33d.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:08	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=cg5j2rz7q2ewmbwjjc5vodgbs3fawa	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i2b36.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:15	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=ts83zjs89rojjf48ivloqiydmezeij	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ieaad.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:16	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=3ufe0hkmfz354tuk0857rcs3w3fw6c	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i2d53.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:16	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=zf0c2236aunufgz171txbkv0y1fep6	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i2477.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:16	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=ghsfre79c9t8t4ef7nl5zvotlfs8yr	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i8fb9.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:18	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=n274ff699y7p1pztfvz92lrh57laef	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i2551.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:27	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=8uoj4ni0ggaf9fo0f8k8us9l6jt09v	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i776c.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:29	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=nv88dtr2luekzyspdd7m2ezf7x28m3	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ia9a6.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:31	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=elxw9n3s7npolkgumcmz99w762wloi	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i09de.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:31	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=e91f1swo2z59zpbjtrl2vy4u7jkvzw	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i418a.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:32	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=juub7oorb7xf224m8izrq7u9rns6vd	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ief43.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:33	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=ccghnv1sa8hzgt6owhxrvu4k0g0qhi	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-id011.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:33	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=pkemzabg6omt8yigdled9svywxo6ut	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i610a.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:33	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=9q4f7yfd29nq24c82hpqxipbcw9ott	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i8a0d.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:34	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=f4h4lqmw2102zyr6054e8z96dr4one	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i7453.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:35	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=61ki6mr9fc7uxzgjuyhy3thpzphz2o	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i10c0.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:46	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=qs923i6uckptg20n9vdue2krlaf1dk	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ia40d.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:47	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=jhaxsc8uxvl42qgp7nh9oyvlw2p8en	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i35b2.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:48	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=3sc3fns630u0sm99cmguxixug8gdn6	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ib78f.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:49	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=sgrjk3inuzxd21iq4mo5pact49j5kl	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i40cf.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:54	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=x2eqg2c7kh5ib1iwhzltzxcyahl1yy	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ia451.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:55	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=6c30dyiuksqkrik5d8cxsi7z6mdq1q	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-icc28.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:55	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=q9hqio8njvc9tc5oajuuzlw3aj1emy	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ica85.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:56	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=ocfvd92ehr5ny72181rpuojott2iwr	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ic3d8.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:57	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=t75ebcs8agcr4sqn92du67z8it2vj5	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ie766.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:59	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=d18xv9ppuqo3joplm22e5rqkoreyb2	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i0794.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:59	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=jvta75f9i1i8bhm9tp74wqi03i2lzl	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-i3385.html	(from https://www.chanellemoreau.com/film-diaries-i)
22:57:59	335922/335922	---M-Z	200	added ('OK')	text/html	etag:W/%220f16d20bca75888d602c8e50be1fad21%22	https://www.chanellemoreau.com/film-diaries-i?itemId=v52xicoxq5n8ywchh459idddku7v2m	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-idad1.html	(from https://www.chanellemoreau.com/film-diaries-i)
